bin_id,bin_range,rank_in_bin,file,func,line,complexity_score,vulnerability_score
0,1-1,235,/home/arpan/Documents/CBMC/libxslt/libxslt/templates.c,xsltTemplateProcess,836,1,1
0,1-1,236,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltSetXIncludeDefault,356,1,1
0,1-1,237,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltDebugSetDefaultTrace,380,1,1
0,1-1,238,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltRegisterAllElement,6506,1,1
0,1-1,239,/home/arpan/Documents/CBMC/libxslt/libxslt/variables.c,xsltFreeGlobalVariables,2192,1,1
0,1-1,240,/home/arpan/Documents/CBMC/libxslt/libxslt/xslt.c,xsltAllocateExtra,788,1,1
0,1-1,241,/home/arpan/Documents/CBMC/libxslt/libxslt/xslt.c,xsltCleanupStylesheetTree,876,1,1
0,1-1,242,/home/arpan/Documents/CBMC/libxslt/libxslt/xsltlocale.c,xsltNewLocale,94,1,1
0,1-1,243,/home/arpan/Documents/CBMC/libxslt/libxslt/xsltlocale.c,xsltFreeLocale,354,1,1
0,1-1,244,/home/arpan/Documents/CBMC/libxslt/libxslt/xsltutils.c,xsltCalibrateAdjust,1827,1,1
0,1-1,245,/home/arpan/Documents/CBMC/libxslt/libxslt/xsltutils.c,xsltSetDebuggerStatus,2391,1,1
0,1-1,246,/home/arpan/Documents/CBMC/libxslt/python/libxslt.c,libxslt_xsltGetTransformContextHashCode,97,1,1
0,1-1,247,/home/arpan/Documents/CBMC/libxslt/python/libxslt.c,libxslt_xsltGetStylesheetHashCode,134,1,1
0,1-1,248,/home/arpan/Documents/CBMC/libxslt/python/types.c,libxml_intWrap,17,1,1
0,1-1,249,/home/arpan/Documents/CBMC/libxslt/python/types.c,libxml_longWrap,29,1,1
0,1-1,250,/home/arpan/Documents/CBMC/libxslt/python/types.c,libxml_doubleWrap,41,1,1
0,1-1,251,/home/arpan/Documents/CBMC/libxslt/xsltproc/xsltproc.c,endTimer,313,1,1
0,1-1,252,/home/arpan/Documents/CBMC/libxslt/libexslt/common.c,exsltCommonRegister,126,1,0
0,1-1,253,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateDateTime,1786,1,0
0,1-1,254,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateRegister,3715,1,0
0,1-1,255,/home/arpan/Documents/CBMC/libxslt/libexslt/dynamic.c,exsltDynRegister,279,1,0
0,1-1,256,/home/arpan/Documents/CBMC/libxslt/libexslt/functions.c,exsltFuncRegister,767,1,0
0,1-1,257,/home/arpan/Documents/CBMC/libxslt/libexslt/math.c,exsltMathRegister,1048,1,0
0,1-1,258,/home/arpan/Documents/CBMC/libxslt/libexslt/saxon.c,exsltSaxonRegister,277,1,0
0,1-1,259,/home/arpan/Documents/CBMC/libxslt/libexslt/sets.c,exsltSetsRegister,273,1,0
0,1-1,260,/home/arpan/Documents/CBMC/libxslt/libexslt/strings.c,exsltStrRegister,782,1,0
0,1-1,261,/home/arpan/Documents/CBMC/libxslt/libxslt/extra.c,xsltRegisterAllExtras,297,1,0
0,1-1,262,/home/arpan/Documents/CBMC/libxslt/libxslt/security.c,xsltGetDefaultSecurityPrefs,196,1,0
0,1-1,263,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltGetXIncludeDefault,368,1,0
0,1-1,264,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltDebugGetDefaultTrace,391,1,0
0,1-1,265,/home/arpan/Documents/CBMC/libxslt/libxslt/xslt.c,xsltUninit,245,1,0
0,1-1,266,/home/arpan/Documents/CBMC/libxslt/libxslt/xsltlocale.c,xsltFreeLocales,75,1,0
0,1-1,267,/home/arpan/Documents/CBMC/libxslt/libxslt/xsltutils.c,xsltTimestamp,1840,1,0
0,1-1,268,/home/arpan/Documents/CBMC/libxslt/libxslt/xsltutils.c,xsltGetDebuggerStatus,2404,1,0
0,1-1,269,/home/arpan/Documents/CBMC/libxslt/python/libxslt.c,libxslt_xsltGetLoaderFunc,606,1,0
0,1-1,270,/home/arpan/Documents/CBMC/libxslt/python/libxslt.c,libxslt_xsltErrorInitialize,918,1,0
0,1-1,271,/home/arpan/Documents/CBMC/libxslt/xsltproc/xsltproc.c,startTimer,307,1,0
1,2-2,1,/home/arpan/Documents/CBMC/libxslt/libexslt/functions.c,exsltFuncRegisterImportFunc,99,2,20
1,2-2,2,/home/arpan/Documents/CBMC/libxslt/libxslt/extensions.c,xsltInitCtxtExt,937,2,20
1,2-2,3,/home/arpan/Documents/CBMC/libxslt/libxslt/attributes.c,xsltMergeSASCallback,546,2,19
1,2-2,4,/home/arpan/Documents/CBMC/libxslt/libxslt/extensions.c,xsltStyleInitializeStylesheetModule,663,2,18
1,2-2,5,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateNormalize,1598,2,17
1,2-2,6,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltApplyOneTemplate,3224,2,15
1,2-2,7,/home/arpan/Documents/CBMC/libxslt/libexslt/functions.c,exsltFuncResultComp,542,2,14
1,2-2,8,/home/arpan/Documents/CBMC/libxslt/libxslt/preproc.c,xsltVariableComp,1814,2,12
1,2-2,9,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateSecondsFunction,3536,2,11
1,2-2,10,/home/arpan/Documents/CBMC/libxslt/libexslt/saxon.c,exsltSaxonExpressionFunction,78,2,9
1,2-2,11,/home/arpan/Documents/CBMC/libxslt/libxslt/preproc.c,xsltApplyTemplatesComp,1591,2,9
1,2-2,12,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltProcessingInstruction,4214,2,9
1,2-2,13,/home/arpan/Documents/CBMC/libxslt/libexslt/common.c,exsltObjectTypeFunction,78,2,8
1,2-2,14,/home/arpan/Documents/CBMC/libxslt/libxslt/attrvt.c,xsltSetAttrVTsegment,147,2,8
1,2-2,15,/home/arpan/Documents/CBMC/libxslt/libxslt/functions.c,xsltElementAvailableFunction,832,2,8
1,2-2,16,/home/arpan/Documents/CBMC/libxslt/libxslt/functions.c,xsltFunctionAvailableFunction,899,2,8
1,2-2,17,/home/arpan/Documents/CBMC/libxslt/libxslt/variables.c,xsltGlobalVariableLookup,1838,2,8
1,2-2,18,/home/arpan/Documents/CBMC/libxslt/libxslt/extensions.c,xsltExtFunctionTest,1975,2,7
1,2-2,19,/home/arpan/Documents/CBMC/libxslt/libxslt/extensions.c,xsltExtElementTest,2069,2,7
1,2-2,20,/home/arpan/Documents/CBMC/libxslt/libxslt/extensions.c,xsltExtInitTest,2121,2,7
1,2-2,21,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltComment,4170,2,7
1,2-2,22,/home/arpan/Documents/CBMC/libxslt/libxslt/variables.c,xsltNewStackElem,474,2,7
1,2-2,23,/home/arpan/Documents/CBMC/libxslt/libxslt/xslt.c,xsltNewStylesheet,737,2,7
1,2-2,24,/home/arpan/Documents/CBMC/libxslt/libxslt/xsltutils.c,xsltDoSortFunction,1360,2,7
1,2-2,25,/home/arpan/Documents/CBMC/libxslt/libxslt/documents.c,xsltNewDocument,144,2,6
1,2-2,26,/home/arpan/Documents/CBMC/libxslt/libxslt/extensions.c,xsltExtElementLookup,1666,2,6
1,2-2,27,/home/arpan/Documents/CBMC/libxslt/libxslt/extensions.c,xsltExtModuleElementLookup,1696,2,6
1,2-2,28,/home/arpan/Documents/CBMC/libxslt/libxslt/extensions.c,xsltExtModuleElementPreComputeLookup,1739,2,6
1,2-2,29,/home/arpan/Documents/CBMC/libxslt/libxslt/extensions.c,xsltExtModuleTopLevelLookup,1854,2,6
1,2-2,30,/home/arpan/Documents/CBMC/libxslt/libxslt/xslt.c,xsltParseStylesheetFile,6709,2,6
1,2-2,31,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,_exsltDateDayInWeek,1425,2,5
1,2-2,32,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateDayName,2465,2,5
1,2-2,33,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateDayAbbreviation,2505,2,5
1,2-2,34,/home/arpan/Documents/CBMC/libxslt/libxslt/attrvt.c,xsltNewAttrVT,63,2,5
1,2-2,35,/home/arpan/Documents/CBMC/libxslt/libxslt/extensions.c,xsltExtModuleFunctionLookup,1418,2,5
1,2-2,36,/home/arpan/Documents/CBMC/libxslt/libxslt/extensions.c,xsltGetExtInfo,1933,2,5
1,2-2,37,/home/arpan/Documents/CBMC/libxslt/libxslt/functions.c,xsltDocumentFunctionLoadDocument,105,2,5
1,2-2,38,/home/arpan/Documents/CBMC/libxslt/libxslt/functions.c,xsltUnparsedEntityURIFunction,556,2,5
1,2-2,39,/home/arpan/Documents/CBMC/libxslt/libxslt/numbers.c,xsltNumberFormatGetValue,676,2,5
1,2-2,40,/home/arpan/Documents/CBMC/libxslt/libxslt/templates.c,xsltEvalXPathStringNs,117,2,5
1,2-2,41,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltShallowCopyAttr,1035,2,5
1,2-2,42,/home/arpan/Documents/CBMC/libxslt/libxslt/numbers.c,xsltUTF8Charcmp,110,2,4
1,2-2,43,/home/arpan/Documents/CBMC/libxslt/libxslt/variables.c,xsltCreateRVT,65,2,4
1,2-2,44,/home/arpan/Documents/CBMC/libxslt/libxslt/variables.c,xsltRegisterTmpRVT,120,2,4
2,3-3,1,/home/arpan/Documents/CBMC/libxslt/libxslt/extensions.c,xsltRegisterExtModuleFull,1248,3,20
2,3-3,2,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltFreeTransformContext,621,3,18
2,3-3,3,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateMonthNameFunction,3306,3,13
2,3-3,4,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateMonthAbbreviationFunction,3343,3,13
2,3-3,5,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateDayNameFunction,3434,3,13
2,3-3,6,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateDayAbbreviationFunction,3471,3,13
2,3-3,7,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltAddTextString,712,3,13
2,3-3,8,/home/arpan/Documents/CBMC/libxslt/libxslt/preproc.c,xsltWithParamComp,1337,3,12
2,3-3,9,/home/arpan/Documents/CBMC/libxslt/libxslt/preproc.c,xsltParamComp,1893,3,12
2,3-3,10,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateYearFunction,3201,3,11
2,3-3,11,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateDurationFunction,3680,3,11
2,3-3,12,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltIf,5376,3,11
2,3-3,13,/home/arpan/Documents/CBMC/libxslt/libxslt/xslt.c,xsltParseStylesheetImportedDoc,6494,3,11
2,3-3,14,/home/arpan/Documents/CBMC/libxslt/libexslt/common.c,exsltNodeSetFunction,25,3,10
2,3-3,15,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateDateFunction,3123,3,10
2,3-3,16,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateTimeFunction,3162,3,10
2,3-3,17,/home/arpan/Documents/CBMC/libxslt/libexslt/strings.c,exsltStrEncodeUriFunction,252,3,10
2,3-3,18,/home/arpan/Documents/CBMC/libxslt/libxslt/pattern.c,xsltPatPushState,483,3,10
2,3-3,19,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltLocalVariablePush,2152,3,10
2,3-3,20,/home/arpan/Documents/CBMC/libxslt/libxslt/xsltutils.c,xsltSaveResultToFilename,1617,3,10
2,3-3,21,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateLeapYearFunction,3235,3,9
2,3-3,22,/home/arpan/Documents/CBMC/libxslt/libexslt/functions.c,exsltFuncFunctionComp,456,3,9
2,3-3,23,/home/arpan/Documents/CBMC/libxslt/libexslt/strings.c,exsltStrDecodeUriFunction,299,3,9
2,3-3,24,/home/arpan/Documents/CBMC/libxslt/libxslt/preproc.c,xsltCopyOfComp,1165,3,9
2,3-3,25,/home/arpan/Documents/CBMC/libxslt/libxslt/preproc.c,xsltIfComp,1674,3,9
2,3-3,26,/home/arpan/Documents/CBMC/libxslt/libxslt/preproc.c,xsltWhenComp,1720,3,9
2,3-3,27,/home/arpan/Documents/CBMC/libxslt/libxslt/xsltutils.c,xsltSaveResultToFile,1661,3,9
2,3-3,28,/home/arpan/Documents/CBMC/libxslt/libxslt/xsltutils.c,xsltSaveResultToFd,1705,3,9
2,3-3,29,/home/arpan/Documents/CBMC/libxslt/libxslt/xsltutils.c,xsltSaveResultToString,1748,3,9
2,3-3,30,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateAdd,2689,3,8
2,3-3,31,/home/arpan/Documents/CBMC/libxslt/python/libxslt.c,libxslt_xmlXPathFuncCallback,411,3,8
2,3-3,32,/home/arpan/Documents/CBMC/libxslt/libxslt/pattern.c,xsltNormalizeCompSteps,229,3,7
2,3-3,33,/home/arpan/Documents/CBMC/libxslt/libxslt/variables.c,xsltCheckStackElem,696,3,7
2,3-3,34,/home/arpan/Documents/CBMC/libxslt/libxslt/preproc.c,xsltCheckParentElement,165,3,6
2,3-3,35,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltValueOf,4465,3,6
2,3-3,36,/home/arpan/Documents/CBMC/libxslt/libxslt/xslt.c,xsltDecimalFormatGetByName,361,3,6
2,3-3,37,/home/arpan/Documents/CBMC/libxslt/libxslt/pattern.c,xsltComputeAllKeys,2235,3,5
2,3-3,38,/home/arpan/Documents/CBMC/libxslt/libxslt/preproc.c,xsltCheckTopLevelElement,72,3,5
2,3-3,39,/home/arpan/Documents/CBMC/libxslt/libxslt/xslt.c,xsltFreeDecimalFormatList,335,3,5
2,3-3,40,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateDate,1819,3,4
2,3-3,41,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateTime,1863,3,4
2,3-3,42,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateDayOfWeekInMonth,2364,3,4
2,3-3,43,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateHourInDay,2543,3,4
2,3-3,44,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateMinuteInHour,2589,3,4
2,3-3,45,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateSecondInMinute,2637,3,4
2,3-3,46,/home/arpan/Documents/CBMC/libxslt/libxslt/attributes.c,xsltFreeAttrElemList,141,3,4
2,3-3,47,/home/arpan/Documents/CBMC/libxslt/libxslt/attrvt.c,xsltFreeAVTList,125,3,4
2,3-3,48,/home/arpan/Documents/CBMC/libxslt/libxslt/extensions.c,xsltFreeExtDefList,150,3,4
2,3-3,49,/home/arpan/Documents/CBMC/libxslt/libxslt/keys.c,xsltFreeKeyDefList,109,3,4
2,3-3,50,/home/arpan/Documents/CBMC/libxslt/libxslt/keys.c,xsltFreeKeyTableList,175,3,4
2,3-3,51,/home/arpan/Documents/CBMC/libxslt/libxslt/pattern.c,xsltFreeCompMatchList,210,3,4
2,3-3,52,/home/arpan/Documents/CBMC/libxslt/libxslt/variables.c,xsltExtensionInstructionResultFinalize,209,3,4
2,3-3,53,/home/arpan/Documents/CBMC/libxslt/libxslt/variables.c,xsltFreeStackElemList,603,3,4
2,3-3,54,/home/arpan/Documents/CBMC/libxslt/libxslt/xslt.c,xsltFreeTemplateList,440,3,4
2,3-3,55,/home/arpan/Documents/CBMC/libxslt/libxslt/xslt.c,xsltFreeStylesheetList,854,3,4
2,3-3,56,/home/arpan/Documents/CBMC/libxslt/libxslt/xsltutils.c,xsltCalibrateTimestamps,1812,3,4
2,3-3,57,/home/arpan/Documents/CBMC/libxslt/libxslt/xsltutils.c,xsltGetQNameURI,783,3,3
3,4-4,1,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltNewTransformContext,467,4,31
3,4-4,2,/home/arpan/Documents/CBMC/libxslt/libxslt/extensions.c,xsltGetExtData,862,4,14
3,4-4,3,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateMonthInYearFunction,3296,4,11
3,4-4,4,/home/arpan/Documents/CBMC/libxslt/libexslt/strings.c,exsltStrPaddingFunction,353,4,11
3,4-4,5,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltTransformCacheFree,417,4,11
3,4-4,6,/home/arpan/Documents/CBMC/libxslt/libxslt/variables.c,xsltFreeStackElem,536,4,11
3,4-4,7,/home/arpan/Documents/CBMC/libxslt/libxslt/xsltutils.c,xsltSplitQName,750,4,11
3,4-4,8,/home/arpan/Documents/CBMC/libxslt/libexslt/saxon.c,exsltSaxonSystemIdFunction,192,4,10
3,4-4,9,/home/arpan/Documents/CBMC/libxslt/libxslt/keys.c,xsltInitCtxtKeys,889,4,10
3,4-4,10,/home/arpan/Documents/CBMC/libxslt/libxslt/xsltutils.c,xsltMessage,439,4,10
3,4-4,11,/home/arpan/Documents/CBMC/libxslt/libexslt/strings.c,exsltStrAlignFunction,403,4,9
3,4-4,12,/home/arpan/Documents/CBMC/libxslt/libxslt/preproc.c,xsltForEachComp,1766,4,9
3,4-4,13,/home/arpan/Documents/CBMC/libxslt/libxslt/xslt.c,xsltParseStylesheetProcess,6387,4,9
3,4-4,14,/home/arpan/Documents/CBMC/libxslt/libexslt/functions.c,exsltFuncInit,144,4,8
3,4-4,15,/home/arpan/Documents/CBMC/libxslt/libxslt/extensions.c,xsltExtElementPreCompTest,2025,4,8
3,4-4,16,/home/arpan/Documents/CBMC/libxslt/libxslt/preproc.c,xsltTextComp,827,4,8
3,4-4,17,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,templPush,118,4,8
3,4-4,18,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltTemplateParamsCleanup,213,4,8
3,4-4,19,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,profPush,243,4,8
3,4-4,20,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltForEach,5559,4,8
3,4-4,21,/home/arpan/Documents/CBMC/libxslt/libexslt/saxon.c,exsltSaxonLineNumberFunction,228,4,7
3,4-4,22,/home/arpan/Documents/CBMC/libxslt/libxslt/attributes.c,xsltGetSAS,472,4,7
3,4-4,23,/home/arpan/Documents/CBMC/libxslt/libxslt/documents.c,xsltFreeStyleDocuments,210,4,7
3,4-4,24,/home/arpan/Documents/CBMC/libxslt/libxslt/documents.c,xsltFindDocument,415,4,7
3,4-4,25,/home/arpan/Documents/CBMC/libxslt/libxslt/extensions.c,xsltCheckExtURI,1218,4,7
3,4-4,26,/home/arpan/Documents/CBMC/libxslt/libxslt/xsltutils.c,xsltGetQNameURI2,857,4,7
3,4-4,27,/home/arpan/Documents/CBMC/libxslt/libexslt/math.c,exsltMathMin,41,4,6
3,4-4,28,/home/arpan/Documents/CBMC/libxslt/libexslt/math.c,exsltMathMax,110,4,6
3,4-4,29,/home/arpan/Documents/CBMC/libxslt/libxslt/extensions.c,xsltCheckExtPrefix,1158,4,6
3,4-4,30,/home/arpan/Documents/CBMC/libxslt/libxslt/imports.c,xsltParseStylesheetInclude,184,4,6
3,4-4,31,/home/arpan/Documents/CBMC/libxslt/libxslt/imports.c,xsltNeedElemSpaceHandling,313,4,5
3,4-4,32,/home/arpan/Documents/CBMC/libxslt/libxslt/pattern.c,xsltTestCompMatchList,1212,4,5
3,4-4,33,/home/arpan/Documents/CBMC/libxslt/libxslt/preproc.c,xsltFreeStylePreComps,1957,4,5
3,4-4,34,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltApplyFallbacks,1731,4,5
3,4-4,35,/home/arpan/Documents/CBMC/libxslt/libxslt/variables.c,xsltRegisterLocalRVT,156,4,5
3,4-4,36,/home/arpan/Documents/CBMC/libxslt/libxslt/variables.c,xsltEvalUserParams,1626,4,5
3,4-4,37,/home/arpan/Documents/CBMC/libxslt/libxslt/variables.c,xsltQuoteUserParams,1656,4,5
3,4-4,38,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltText,3930,4,3
4,5-5,1,/home/arpan/Documents/CBMC/libxslt/libxslt/documents.c,xsltLoadDocument,285,5,18
4,5-5,2,/home/arpan/Documents/CBMC/libxslt/libxslt/numbers.c,xsltNumberFormatAlpha,230,5,17
4,5-5,3,/home/arpan/Documents/CBMC/libxslt/libxslt/xsltutils.c,xsltDocumentSortFunction,933,5,11
4,5-5,4,/home/arpan/Documents/CBMC/libxslt/libxslt/security.c,xsltCheckRead,433,5,10
4,5-5,5,/home/arpan/Documents/CBMC/libxslt/libexslt/strings.c,exsltStrTokenizeFunction,33,5,9
4,5-5,6,/home/arpan/Documents/CBMC/libxslt/libexslt/strings.c,exsltStrSplitFunction,142,5,9
4,5-5,7,/home/arpan/Documents/CBMC/libxslt/libxslt/pattern.c,xsltTestCompMatchDirect,526,5,9
4,5-5,8,/home/arpan/Documents/CBMC/libxslt/libxslt/security.c,xsltCheckWrite,368,5,9
4,5-5,9,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltCopy,3811,5,9
4,5-5,10,/home/arpan/Documents/CBMC/libxslt/libxslt/attributes.c,xsltResolveStylesheetAttributeSet,588,5,8
4,5-5,11,/home/arpan/Documents/CBMC/libxslt/libxslt/functions.c,xsltGenerateIdFunction,662,5,8
4,5-5,12,/home/arpan/Documents/CBMC/libxslt/libxslt/keys.c,skipString,214,5,8
4,5-5,13,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltCopyTextString,765,5,8
4,5-5,14,/home/arpan/Documents/CBMC/libxslt/libxslt/extensions.c,xsltStyleGetExtData,756,5,7
4,5-5,15,/home/arpan/Documents/CBMC/libxslt/libxslt/namespaces.c,xsltGetNamespace,634,5,7
4,5-5,16,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltCopyTreeList,1297,5,7
4,5-5,17,/home/arpan/Documents/CBMC/libxslt/python/libxslt.c,libxslt_xsltElementPreCompCallback,212,5,7
4,5-5,18,/home/arpan/Documents/CBMC/libxslt/python/libxslt.c,pythonDocLoaderFuncWrapper,514,5,7
4,5-5,19,/home/arpan/Documents/CBMC/libxslt/libxslt/documents.c,xsltLoadStyleDocument,359,5,6
4,5-5,20,/home/arpan/Documents/CBMC/libxslt/libxslt/extensions.c,xsltInitCtxtExts,1015,5,6
4,5-5,21,/home/arpan/Documents/CBMC/libxslt/libxslt/attributes.c,xsltAddAttrElemList,166,5,5
4,5-5,22,/home/arpan/Documents/CBMC/libxslt/libxslt/imports.c,xsltNextImport,288,5,4
4,5-5,23,/home/arpan/Documents/CBMC/libxslt/libxslt/preproc.c,xsltCheckInstructionElement,110,5,4
5,6-6,1,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateDifference,2997,6,13
5,6-6,2,/home/arpan/Documents/CBMC/libxslt/libxslt/preproc.c,xsltElementComp,873,6,12
5,6-6,3,/home/arpan/Documents/CBMC/libxslt/libxslt/preproc.c,xsltAttributeComp,991,6,12
5,6-6,4,/home/arpan/Documents/CBMC/libxslt/libxslt/keys.c,xsltGetKey,426,6,11
5,6-6,5,/home/arpan/Documents/CBMC/libxslt/libxslt/keys.c,xsltInitDocKeyTable,488,6,11
5,6-6,6,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltLocalVariablePop,183,6,11
5,6-6,7,/home/arpan/Documents/CBMC/libxslt/libxslt/variables.c,xsltRegisterVariable,1778,6,11
5,6-6,8,/home/arpan/Documents/CBMC/libxslt/libxslt/xslt.c,exclPrefixPush,155,6,11
5,6-6,9,/home/arpan/Documents/CBMC/libxslt/libxslt/variables.c,xsltReleaseRVT,319,6,10
5,6-6,10,/home/arpan/Documents/CBMC/libxslt/libxslt/keys.c,xsltInitCtxtKey,613,6,9
5,6-6,11,/home/arpan/Documents/CBMC/libxslt/libxslt/preproc.c,xsltValueOfComp,1211,6,9
5,6-6,12,/home/arpan/Documents/CBMC/libxslt/libexslt/math.c,exsltMathHighest,177,6,8
5,6-6,13,/home/arpan/Documents/CBMC/libxslt/libexslt/math.c,exsltMathLowest,257,6,8
5,6-6,14,/home/arpan/Documents/CBMC/libxslt/libxslt/imports.c,xsltFindTemplate,394,6,8
5,6-6,15,/home/arpan/Documents/CBMC/libxslt/libxslt/security.c,xsltSetSecurityPrefs,128,6,8
5,6-6,16,/home/arpan/Documents/CBMC/libxslt/libxslt/attrvt.c,xsltEvalAVT,359,6,7
5,6-6,17,/home/arpan/Documents/CBMC/libxslt/libxslt/functions.c,xsltFormatNumberFunction,599,6,7
5,6-6,18,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltShallowCopyElem,1210,6,7
5,6-6,19,/home/arpan/Documents/CBMC/libxslt/libxslt/xslt.c,xsltAllocateExtraCtxt,804,6,7
5,6-6,20,/home/arpan/Documents/CBMC/libxslt/libxslt/documents.c,xsltFreeDocuments,251,6,6
5,6-6,21,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltShallowCopyNsNode,1390,6,6
5,6-6,22,/home/arpan/Documents/CBMC/libxslt/libxslt/xslt.c,xsltParseStylesheetKey,5059,6,6
5,6-6,23,/home/arpan/Documents/CBMC/libxslt/libxslt/xsltutils.c,xsltGetNsProp,173,6,6
5,6-6,24,/home/arpan/Documents/CBMC/libxslt/libexslt/functions.c,exsltFuncResultElem,649,6,5
5,6-6,25,/home/arpan/Documents/CBMC/libxslt/libxslt/security.c,xsltGetSecurityPrefs,158,6,5
5,6-6,26,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,xsltCountKeys,5898,6,5
6,7-7,1,/home/arpan/Documents/CBMC/libxslt/libexslt/functions.c,exsltFuncFunctionFunction,278,7,26
6,7-7,2,/home/arpan/Documents/CBMC/libxslt/libxslt/pattern.c,xsltCompMatchAdd,294,7,19
6,7-7,3,/home/arpan/Documents/CBMC/libxslt/libxslt/security.c,xsltCheckWritePath,306,7,17
6,7-7,4,/home/arpan/Documents/CBMC/libxslt/libxslt/attributes.c,xsltResolveSASCallback,491,7,16
6,7-7,5,/home/arpan/Documents/CBMC/libxslt/libexslt/date.c,exsltDateSeconds,2909,7,14
6,7-7,6,/home/arpan/Documents/CBMC/libxslt/libxslt/preproc.c,xsltGetQNameProperty,1264,7,14
6,7-7,7,/home/arpan/Documents/CBMC/libxslt/libxslt/extensions.c,xsltRegisterExtPrefix,503,7,13
6,7-7,8,/home/arpan/Documents/CBMC/libxslt/libxslt/keys.c,xsltInitAllDocKeys,544,7,12
6,7-7,9,/home/arpan/Documents/CBMC/libxslt/libxslt/pattern.c,xsltFreeCompMatch,177,7,12
6,7-7,10,/home/arpan/Documents/CBMC/libxslt/libxslt/transform.c,profCallgraphAdd,294,7,11
6,7-7,11,/home/arpan/Documents/CBMC/libxslt/libxslt/imports.c,xsltParseStylesheetImport,87,7,10
6,7-7,12,/home/arpan/Documents/CBMC/libxslt/libxslt/preproc.c,xsltDocumentComp,532,7,9
6,7-7,13,/home/arpan/Documents/CBMC/libxslt/libxslt/xslt.c,xsltParseStylesheetPreserveSpace,1484,7,9
6,7-7,14,/home/arpan/Documents/CBMC/libxslt/libxslt/xslt.c,xsltParseStylesheetStripSpace,1623,7,9
6,7-7,15,/home/arpan/Documents/CBMC/libxslt/libxslt/pattern.c,xsltReverseCompMatch,414,7,8
6,7-7,16,/home/arpan/Documents/CBMC/libxslt/libxslt/variables.c,xsltExtensionInstructionResultRegister,243,7,8
